admin1_pcode,admin3_pcode,state,township,total_pop,idps,pop_minus_idps,food_secure,marginally_food_secure,moderately_food_insecure,severely_food_insecure,food_insecure_moderately_severely,moderate_food_insecure_number,severely_food_insecure_number,moderately_severely,pin_2022,total_pin2,target_2022,pc_vul,pin_2021,target_2021,hrp_target_idps_2021,hrp_target_returnees_2021,hrp_target_stateless_rakhine_2021,hrp_target_other_vulnerable_2021,hrp_target_total,hrp_version,pin_new,target_new
MMR013,MMR013022,Yangon,Mingalartaungnyunt,154189.56265790385,0,154189.56265790385,0.151,0.624,0.216,0.008,0.224,33304.94553410723,1233.5165012632308,34538.46203537046,34538,43173.077544213076,43173,0.22399999999999998,0,0,0,0,0,0,0,NA,43173,34538
MMR013,MMR013012,Yangon,North Okkalapa,387868.8990213952,0,387868.8990213952,0.151,0.624,0.216,0.008,0.224,83779.68218862136,3102.9511921711614,86882.63338079253,86883,108603.29172599065,108603,0.224,190909.0909090909,190909.0909090909,0,0,0,0,0,ierp,108603,86883
MMR013,MMR013034,Yangon,Pabedan,38794.68701045995,0,38794.68701045995,0.151,0.624,0.216,0.008,0.224,8379.652394259349,310.3574960836796,8690.009890343028,8690,10862.512362928785,10863,0.22399999999999998,0,0,0,0,0,0,0,NA,10863,8690
MMR013,MMR013016,Yangon,Pazundaung,56389.38562190537,0,56389.38562190537,0.151,0.624,0.216,0.008,0.224,12180.10729433156,451.11508497524295,12631.222379306802,12631,15789.027974133503,15789,0.22399999999999998,0,0,0,0,0,0,0,NA,15789,12631
MMR013,MMR013039,Yangon,Sanchaung,115931.36324979032,0,115931.36324979032,0.151,0.624,0.216,0.008,0.224,25041.17446195471,927.4509059983226,25968.62536795303,25969,32460.78170994129,32461,0.224,0,0,0,0,0,0,0,NA,32461,25969
MMR013,MMR013031,Yangon,Seikgyikanaungto,39570.90659997209,0,39570.90659997209,0.151,0.624,0.216,0.008,0.224,8547.315825593972,316.5672527997767,8863.883078393748,8864,11079.853847992184,11080,0.224,0,0,0,0,0,0,0,NA,11080,8864
MMR013,MMR013045,Yangon,Seikkan,3288.7504647096184,0,3288.7504647096184,0.151,0.624,0.216,0.008,0.224,710.3701003772776,26.31000371767695,736.6801040949546,737,920.8501301186932,921,0.224,0,0,0,0,0,0,0,NA,921,737
MMR013,MMR013007,Yangon,Shwepyithar,399777.52729647426,0,399777.52729647426,0.151,0.624,0.216,0.008,0.224,86351.94589603844,3198.220218371794,89550.16611441023,89550,111937.70764301278,111938,0.22399999999999998,208922.42424242425,208922.42424242425,0,0,0,0,0,ierp,111938,89550
MMR013,MMR013011,Yangon,South Okkalapa,187509.9813789108,0,187509.9813789108,0.151,0.624,0.216,0.008,0.224,40502.15597784473,1500.0798510312864,42002.23582887602,42002,52502.79478609503,52503,0.224,0,0,0,0,0,0,0,NA,52503,42002
MMR013,MMR013005,Yangon,Taikkyi,322669.94474490674,0,322669.94474490674,0.151,0.624,0.216,0.008,0.224,69696.70806489985,2581.359557959254,72278.0676228591,72278,90347.58452857388,90348,0.22399999999999998,0,0,0,0,0,0,0,NA,90348,72278
MMR013,MMR013015,Yangon,Tamwe,192382.59220542855,0,192382.59220542855,0.151,0.624,0.216,0.008,0.224,41554.639916372565,1539.0607376434284,43093.70065401599,43094,53867.12581751999,53867,0.22399999999999998,0,0,0,0,0,0,0,NA,53867,43094
MMR013,MMR013013,Yangon,Thaketa,256671.4959286959,0,256671.4959286959,0.151,0.624,0.216,0.008,0.224,55441.04312059831,2053.371967429567,57494.415088027876,57494,71868.01886003485,71868,0.22399999999999998,0,0,0,0,0,0,0,NA,71868,57494
MMR013,MMR013023,Yangon,Thanlyin,311957.6489106349,0,311957.6489106349,0.151,0.624,0.216,0.008,0.224,67382.85216469713,2495.6611912850794,69878.51335598221,69879,87348.14169497776,87348,0.22399999999999998,200589.0909090909,200589.0909090909,0,0,0,0,0,ierp,87348,69879
MMR013,MMR013009,Yangon,Thingangyun,243788.8109873174,0,243788.8109873174,0.151,0.624,0.216,0.008,0.224,52658.38317326056,1950.3104878985393,54608.6936611591,54609,68260.86707644888,68261,0.224,0,0,0,0,0,0,0,NA,68261,54609
MMR013,MMR013025,Yangon,Thongwa,183727.80196974368,0,183727.80196974368,0.151,0.624,0.216,0.008,0.224,39685.20522546463,1469.8224157579496,41155.02764122258,41155,51443.784551528224,51444,0.22399999999999998,0,0,0,0,0,0,0,NA,51444,41155
MMR013,MMR013027,Yangon,Twantay,263979.8302947172,0,263979.8302947172,0.151,0.624,0.216,0.008,0.224,57019.64334365892,2111.8386423577376,59131.48198601666,59131,73914.35248252083,73914,0.224,0,0,0,0,0,0,0,NA,73914,59131
MMR013,MMR013010,Yangon,Yankin,82563.23088085231,0,82563.23088085231,0.151,0.624,0.216,0.008,0.224,17833.657870264098,660.5058470468185,18494.163717310916,18494,23117.704646638645,23118,0.22399999999999998,0,0,0,0,0,0,0,NA,23118,18494
MMR016,MMR016001,Shan (East),Kengtung,190678.07106639686,0,190678.07106639686,0.158,0.475,0.352,0.016,0.368,67118.6810153717,3050.84913706235,70169.53015243405,70170,70169.53015243405,25000,0.368,0,0,0,0,0,0,0,NA,70170,25000
MMR016,MMR016010,Shan (East),Monghpyak,33949.185057131006,0,33949.185057131006,0.158,0.475,0.352,0.016,0.368,11950.113140110114,543.1869609140961,12493.30010102421,12493,4500,0,0.368,0,0,0,0,0,0,0,NA,12493,0
MMR016,MMR016006,Shan (East),Monghsat,116270.07026586277,0,116270.07026586277,0.158,0.475,0.352,0.016,0.368,40927.06473358369,1860.3211242538043,42787.38585783749,42787,42787.38585783749,10000,0.36799999999999994,0,0,0,0,0,0,0,NA,42787,10000
MMR016,MMR016002,Shan (East),Mongkhet,49472.748796437016,0,49472.748796437016,0.158,0.475,0.352,0.016,0.368,17414.407576345828,791.5639807429923,18205.97155708882,18206,7000,0,0.36799999999999994,0,0,0,0,0,0,0,NA,18206,0
MMR016,MMR016005,Shan (East),Mongla,47850.61860323728,0,47850.61860323728,0.158,0.475,0.352,0.016,0.368,16843.41774833952,765.6098976517965,17609.02764599132,17609,7000,0,0.368,0,0,0,0,0,0,0,NA,17609,0
MMR016,MMR016007,Shan (East),Mongping,76476.77232090256,0,76476.77232090256,0.158,0.475,0.352,0.016,0.368,26919.823856957697,1223.6283571344409,28143.452214092136,28143,11000,0,0.36799999999999994,0,0,0,0,0,0,0,NA,28143,0
MMR016,MMR016008,Shan (East),Mongton,77872.24870628536,0,77872.24870628536,0.158,0.475,0.352,0.016,0.368,27411.031544612444,1245.9559793005658,28656.98752391301,28657,11500,0,0.36799999999999994,0,0,0,0,0,0,0,NA,28657,0
MMR016,MMR016003,Shan (East),Mongyang,119598.77030615482,0,119598.77030615482,0.158,0.475,0.352,0.016,0.368,42098.7671477665,1913.5803248984773,44012.34747266497,44012,44012.34747266497,10000,0.368,0,0,0,0,0,0,0,NA,44012,10000
MMR016,MMR016011,Shan (East),Mongyawng,88761.63091419675,0,88761.63091419675,0.158,0.475,0.352,0.016,0.368,31244.094081797255,1420.1860946271481,32664.280176424403,32664,13000,0,0.368,0,0,0,0,0,0,0,NA,32664,0
MMR016,MMR016009,Shan (East),Tachileik,197003.26777179833,0,197003.26777179833,0.158,0.475,0.352,0.016,0.368,69345.15025567301,3152.0522843487734,72497.20254002178,72497,72497.20254002178,25000,0.368,0,0,0,0,0,0,0,NA,72497,25000
MMR015,MMR015021,Shan (North),Hopang,67885.03753733159,0,67885.03753733159,0.158,0.475,0.352,0.016,0.368,23895.53321314072,1086.1606005973056,24981.693813738024,24982,11000,0,0.368,0,0,0,0,0,0,0,NA,24982,0
MMR015,MMR015002,Shan (North),Hseni,62954.206169235404,267,62687.206169235404,0.158,0.475,0.352,0.016,0.368,22065.896571570862,1002.9952987077664,23068.89187027863,23336,23335.89187027863,5834,0.3706804245541017,881,444,60,0,0,384,444,hrp,23336,5834
MMR015,MMR015014,Shan (North),Hsipaw,195720.0072422465,310,195410.0072422465,0.158,0.475,0.352,0.016,0.368,68784.32254927077,3126.560115875944,71910.88266514671,72221,72220.88266514671,18055,0.36900102183093375,542,271,0,0,0,271,271,hrp,72221,18055
MMR015,MMR015023,Shan (North),Konkyan,66731.76963285124,0,66731.76963285124,0.158,0.475,0.352,0.016,0.368,23489.582910763635,1067.7083141256198,24557.291224889253,24557,21000,0,0.36799999999999994,0,0,0,0,0,0,0,NA,24557,0
MMR015,MMR015020,Shan (North),Kunlong,65300.739708987356,0,65300.739708987356,0.158,0.475,0.352,0.016,0.368,22985.86037756355,1044.8118353437976,24030.672212907346,24031,24030.672212907346,6008,0.368,0,0,0,0,0,0,0,NA,24031,6008
MMR015,MMR015011,Shan (North),Kutkai,194046.7688374802,4678,189368.7688374802,0.158,0.475,0.352,0.016,0.368,66657.80663079303,3029.900301399683,69687.70693219271,74366,74365.70693219271,18591,0.38323599706252337,6203.3,4677,3143,604,0,930,4677,hrp,74366,18591
MMR015,MMR015012,Shan (North),Kyaukme,191221.37357631102,5252,185969.37357631102,0.158,0.475,0.352,0.016,0.368,65461.21949886147,2975.5099772209765,68436.72947608244,73689,73688.72947608244,18422,0.38535822694880584,0,0,0,0,0,0,0,NA,73689,18422
MMR015,MMR015001,Shan (North),Lashio,359318.5035149055,0,359318.5035149055,0.158,0.475,0.352,0.016,0.368,126480.11323724674,5749.096056238488,132229.20929348524,132229,132229.20929348524,40000,0.36800000000000005,11.4,5.7,0,0,0,5.7,5.7,hrp,132229,40000
MMR015,MMR015022,Shan (North),Laukkaing,105382.9101541064,1000,104382.9101541064,0.158,0.475,0.352,0.016,0.368,36742.78437424545,1670.1265624657024,38412.91093671115,39413,14000,0,0.3739971773324137,11320.699999999999,4834,1000,787,0,3047,4834,hrp,39413,0
MMR015,MMR015018,Shan (North),Mabein,52661.4567789598,0,52661.4567789598,0.158,0.475,0.352,0.016,0.368,18536.83278619385,842.5833084633568,19379.416094657205,19379,19379.416094657205,4845,0.36799999999999994,0,0,0,0,0,0,0,NA,19379,4845
MMR015,MMR015019,Shan (North),Manton,42887.56684089259,304,42583.56684089259,0.158,0.475,0.352,0.016,0.368,14989.415527994192,681.3370694542815,15670.752597448472,15975,12000,0,0.3724798064836079,1242.9,682,278,0,0,404,682,hrp,15975,0
MMR015,MMR015024,Shan (North),Matman,21923.200665902245,0,21923.200665902245,0.158,0.475,0.352,0.016,0.368,7716.96663439759,350.77121065443595,8067.7378450520255,8068,8067.7378450520255,2017,0.368,0,0,0,0,0,0,0,NA,8068,2017
MMR015,MMR015008,Shan (North),Mongmao,78532.21126434059,0,78532.21126434059,0.158,0.475,0.352,0.016,0.368,27643.338365047883,1256.5153802294494,28899.85374527733,28900,14000,0,0.36799999999999994,0,0,0,0,0,0,0,NA,28900,0
MMR015,MMR015017,Shan (North),Mongmit,70362.67475023259,0,70362.67475023259,0.158,0.475,0.352,0.016,0.368,24767.66151208187,1125.8027960037214,25893.464308085593,25893,25893.464308085593,6473,0.368,0,0,0,0,0,0,0,NA,25893,6473
MMR015,MMR015003,Shan (North),Mongyai,65969.59065166286,0,65969.59065166286,0.158,0.475,0.352,0.016,0.368,23221.295909385324,1055.5134504266057,24276.80935981193,24277,24276.80935981193,6069,0.368,0,0,0,0,0,0,0,NA,24277,6069
MMR015,MMR015009,Shan (North),Muse,190888.05915305082,1713,189175.05915305082,0.158,0.475,0.352,0.016,0.368,66589.62082187389,3026.800946448813,69616.4217683227,71329,71329.4217683227,17832,0.37367147051944183,462.2,285,0,187,0,98,285,hrp,71329,17832
MMR015,MMR015010,Shan (North),Namhkan,118919.91993078153,1294,117625.91993078153,0.158,0.475,0.352,0.016,0.368,41404.32381563509,1882.0147188925046,43286.3385345276,44580,32000,0,0.3748769639306519,2489.6,1429.8,1247,58.8,0,124,1429.8,hrp,44580,0
MMR015,MMR015016,Shan (North),Namhsan,80222.11539026989,0,80222.11539026989,0.158,0.475,0.352,0.016,0.368,28238.184617375,1283.5538462443183,29521.738463619316,29522,18000,0,0.368,0,0,0,0,0,0,0,NA,29522,0
MMR015,MMR015015,Shan (North),Namtu,56022.37721350035,631,55391.37721350035,0.158,0.475,0.352,0.016,0.368,19497.764779152123,886.2620354160057,20384.02681456813,21015,21015.02681456813,5254,0.3751184412342984,1503.8000000000002,799,417,65,0,317,799,hrp,21015,5254
MMR015,MMR015006,Shan (North),Narphan,129081.56564790812,0,129081.56564790812,0.158,0.475,0.352,0.016,0.368,45436.71110806365,2065.30505036653,47502.01615843018,47502,47502.01615843018,11876,0.36799999999999994,0,0,0,0,0,0,0,NA,47502,11876
MMR015,MMR015013,Shan (North),Nawnghkio,166481.66603385995,0,166481.66603385995,0.158,0.475,0.352,0.016,0.368,58601.5464439187,2663.706656541759,61265.25310046045,61265,61265.25310046045,15316,0.36799999999999994,0,0,0,0,0,0,0,NA,61265,15316
MMR015,MMR015005,Shan (North),Pangsang (Panghkam),117739.98687244033,0,117739.98687244033,0.158,0.475,0.352,0.016,0.368,41444.47537909899,1883.8397899590454,43328.31516905804,43328,43328.31516905804,10832,0.368,0,0,0,0,0,0,0,NA,43328,10832
MMR015,MMR015007,Shan (North),Pangwaun,107879.43518432547,0,107879.43518432547,0.158,0.475,0.352,0.016,0.368,37973.561184882565,1726.0709629492076,39699.63214783177,39700,21000,0,0.368,0,0,0,0,0,0,0,NA,39700,0
MMR015,MMR015004,Shan (North),Tangyan,191994.66303827474,0,191994.66303827474,0.158,0.475,0.352,0.016,0.368,67582.1213894727,3071.914608612396,70654.03599808509,70654,70654.03599808509,17664,0.36799999999999994,0,0,0,0,0,0,0,NA,70654,17664
MMR017,MMR017024,Ayeyarwady,Bogale,322567.78432392236,0,322567.78432392236,0.139,0.558,0.285,0.018,0.303,91931.81853231786,5806.220117830602,97738.03865014846,97738,97738.03865014846,12706,0.30299999999999994,0,0,0,0,0,0,0,NA,97738,12706
MMR017,MMR017022,Ayeyarwady,Danubyu,179298.96276896607,0,179298.96276896607,0.139,0.558,0.285,0.018,0.303,51100.204389155326,3227.381329841389,54327.585718996714,54328,54327.585718996714,7063,0.303,0,0,0,0,0,0,0,NA,54328,7063
MMR017,MMR017026,Ayeyarwady,Dedaye,202864.86046430896,0,202864.86046430896,0.139,0.558,0.285,0.018,0.303,57816.48523232805,3651.567488357561,61468.05272068561,61468,61468.05272068561,7991,0.303,0,0,0,0,0,0,0,NA,61468,7991
MMR017,MMR017015,Ayeyarwady,Einme,194042.51934686952,0,194042.51934686952,0.139,0.558,0.285,0.018,0.303,55302.118013857806,3492.7653482436513,58794.88336210146,58795,58794.88336210146,7643,0.30299999999999994,0,0,0,0,0,0,0,NA,58795,7643
MMR017,MMR017008,Ayeyarwady,Hinthada,338333.0329836413,0,338333.0329836413,0.139,0.558,0.285,0.018,0.303,96424.91440033777,6089.994593705544,102514.90899404332,102515,102514.90899404332,13327,0.303,0,0,0,0,0,0,0,NA,102515,13327
MMR017,MMR017013,Ayeyarwady,Ingapu,214319.40828568256,0,214319.40828568256,0.139,0.558,0.285,0.018,0.303,61081.031361419526,3857.7493491422856,64938.78071056181,64939,64938.78071056181,8442,0.303,0,0,0,0,0,0,0,NA,64939,8442
MMR017,MMR017002,Ayeyarwady,Kangyidaunt,177936.37342697513,0,177936.37342697513,0.139,0.558,0.285,0.018,0.303,50711.866426687906,3202.8547216855522,53914.72114837346,53915,53914.72114837346,7009,0.30299999999999994,0,0,0,0,0,0,0,NA,53915,7009
MMR017,MMR017025,Ayeyarwady,Kyaiklat,193281.7486284138,0,193281.7486284138,0.139,0.558,0.285,0.018,0.303,55085.29835909793,3479.071475311448,58564.36983440937,58564,58564.36983440937,7613,0.30299999999999994,0,0,0,0,0,0,0,NA,58564,7613
MMR017,MMR017012,Ayeyarwady,Kyangin,96054.05117132452,0,96054.05117132452,0.139,0.558,0.285,0.018,0.303,27375.404583827487,1728.9729210838414,29104.37750491133,29104,29104.37750491133,3784,0.303,0,0,0,0,0,0,0,NA,29104,3784
MMR017,MMR017007,Ayeyarwady,Kyaunggon,162985.87921606208,0,162985.87921606208,0.139,0.558,0.285,0.018,0.303,46450.975576577686,2933.745825889117,49384.72140246681,49385,49384.72140246681,6420,0.303,0,0,0,0,0,0,0,NA,49385,6420
MMR017,MMR017005,Ayeyarwady,Kyonpyaw,235655.97785729854,0,235655.97785729854,0.139,0.558,0.285,0.018,0.303,67161.95368933008,4241.807601431374,71403.76129076145,71404,71403.76129076145,9282,0.303,0,0,0,0,0,0,0,NA,71404,9282
MMR017,MMR017016,Ayeyarwady,Labutta,315123.0280291265,0,315123.0280291265,0.139,0.558,0.285,0.018,0.303,89810.06298830106,5672.214504524277,95482.27749282533,95482,95482.27749282533,12413,0.303,0,0,0,0,0,0,0,NA,95482,12413
MMR017,MMR017010,Ayeyarwady,Lemyethna,102992.95991876331,0,102992.95991876331,0.139,0.558,0.285,0.018,0.303,29352.99357684754,1853.8732785377395,31206.86685538528,31207,31206.86685538528,4057,0.30299999999999994,0,0,0,0,0,0,0,NA,31207,4057
MMR017,MMR017019,Ayeyarwady,Maubin,313998.3669801612,0,313998.3669801612,0.139,0.558,0.285,0.018,0.303,89489.53458934595,5651.970605642901,95141.50519498884,95142,95141.50519498884,12368,0.303,0,0,0,0,0,0,0,NA,95142,12368
MMR017,MMR017018,Ayeyarwady,Mawlamyinegyun,311246.19643100415,0,311246.19643100415,0.139,0.558,0.285,0.018,0.303,88705.16598283617,5602.4315357580745,94307.59751859425,94308,94307.59751859425,12260,0.303,0,0,0,0,0,0,0,NA,94308,12260
MMR017,MMR017011,Ayeyarwady,Myanaung,218515.143772356,0,218515.143772356,0.139,0.558,0.285,0.018,0.303,62276.815975121455,3933.272587902408,66210.08856302386,66210,66210.08856302386,8607,0.303,0,0,0,0,0,0,0,NA,66210,8607
MMR017,MMR017014,Ayeyarwady,Myaungmya,298547.0237154422,0,298547.0237154422,0.139,0.558,0.285,0.018,0.303,85085.90175890103,5373.84642687796,90459.748185779,90460,90459.748185779,11760,0.303,0,0,0,0,0,0,0,NA,90460,11760
MMR017,MMR017004,Ayeyarwady,Ngapudaw,324381.2377842096,0,324381.2377842096,0.139,0.558,0.285,0.018,0.303,92448.65276849973,5838.862280115773,98287.5150486155,98288,98287.5150486155,12777,0.303,0,0,0,0,0,0,0,NA,98288,12777
MMR017,MMR017021,Ayeyarwady,Nyaungdon,215840.9497225939,0,215840.9497225939,0.139,0.558,0.285,0.018,0.303,61514.67067093926,3885.1370950066903,65399.80776594595,65400,65399.80776594595,8502,0.303,0,0,0,0,0,0,0,NA,65400,8502
MMR017,MMR017020,Ayeyarwady,Pantanaw,264516.27992181526,0,264516.27992181526,0.139,0.558,0.285,0.018,0.303,75387.13977771734,4761.293038592675,80148.43281631001,80148,80148.43281631001,10419,0.30299999999999994,0,0,0,0,0,0,0,NA,80148,10419
MMR017,MMR017001,Ayeyarwady,Pathein,380870.2131022873,0,380870.2131022873,0.139,0.558,0.285,0.018,0.303,108548.01073415187,6855.663835841171,115403.67456999305,115404,115403.67456999305,15002,0.303,0,0,0,0,0,0,0,NA,115404,15002
MMR017,MMR017023,Ayeyarwady,Pyapon,314027.3582427568,0,314027.3582427568,0.139,0.558,0.285,0.018,0.303,89497.79709918569,5652.492448369622,95150.28954755531,95150,95150.28954755531,12370,0.303,0,0,0,0,0,0,0,NA,95150,12370
MMR017,MMR017003,Ayeyarwady,Thabaung,154353.48085355895,0,154353.48085355895,0.139,0.558,0.285,0.018,0.303,43990.7420432643,2778.362655364061,46769.10469862836,46769,46769.10469862836,6080,0.303,0,0,0,0,0,0,0,NA,46769,6080
MMR017,MMR017017,Ayeyarwady,Wakema,289018.8953086076,0,289018.8953086076,0.139,0.558,0.285,0.018,0.303,82370.38516295316,5202.340115554936,87572.7252785081,87573,87572.7252785081,11384,0.30299999999999994,0,0,0,0,0,0,0,NA,87573,11384
MMR017,MMR017006,Ayeyarwady,Yegyi,194041.51964815924,0,194041.51964815924,0.139,0.558,0.285,0.018,0.303,55301.83309972538,3492.7473536668663,58794.58045339225,58795,58794.58045339225,7643,0.303,0,0,0,0,0,0,0,NA,58795,7643
MMR017,MMR017009,Ayeyarwady,Zalun,168152.32215033146,0,168152.32215033146,0.139,0.558,0.285,0.018,0.303,47923.41181284446,3026.741798705966,50950.15361155043,50950,50950.15361155043,6624,0.303,0,0,0,0,0,0,0,NA,50950,6624
MMR007,MMR007001,Bago (East),Bago,498305.6738756886,0,498305.6738756886,0.251,0.513,0.235,0,0.235,117101.83336078681,0,117101.83336078681,117102,117101.83336078681,17565,0.235,0,0,0,0,0,0,0,NA,117102,17565
MMR007,MMR007007,Bago (East),Daik-U,205361.95731276876,0,205361.95731276876,0.251,0.513,0.235,0,0.235,48260.05996850065,0,48260.05996850065,48260,48260.05996850065,7239,0.23499999999999996,0,0,0,0,0,0,0,NA,48260,7239
MMR007,MMR007014,Bago (East),Htantabin,118915.85891380176,0,118915.85891380176,0.251,0.513,0.235,0,0.235,27945.22684474341,0,27945.22684474341,27945,27945.22684474341,2795,0.235,0,0,0,0,0,0,0,NA,27945,2795
MMR007,MMR007003,Bago (East),Kawa,200122.70765377962,0,200122.70765377962,0.251,0.513,0.235,0,0.235,47028.836298638205,0,47028.836298638205,47029,47028.836298638205,7054,0.23499999999999996,0,0,0,0,0,0,0,NA,47029,7054
MMR007,MMR007011,Bago (East),Kyaukkyi,114913.6683962809,2513,112400.6683962809,0.251,0.513,0.235,0,0.235,26414.15707312601,0,26414.15707312601,28927,28927.15707312601,8000,0.25172947201868473,2513,2513,2513,0,0,0,2513,hrp,28927,8000
MMR007,MMR007006,Bago (East),Kyauktaga,254724.6729889659,0,254724.6729889659,0.251,0.513,0.235,0,0.235,59860.298152406984,0,59860.298152406984,59860,59860.298152406984,8979,0.235,0,0,0,0,0,0,0,NA,59860,8979
MMR007,MMR007005,Bago (East),Nyaunglebin,202272.3514078065,0,202272.3514078065,0.251,0.513,0.235,0,0.235,47534.00258083452,0,47534.00258083452,47534,47534.00258083452,4753,0.235,0,0,0,0,0,0,0,NA,47534,4753
MMR007,MMR007013,Bago (East),Oktwin,162062.85939557207,0,162062.85939557207,0.251,0.513,0.235,0,0.235,38084.771957959434,0,38084.771957959434,38085,38084.771957959434,3808,0.235,0,0,0,0,0,0,0,NA,38085,3808
MMR007,MMR007012,Bago (East),Phyu,260870.42336309663,0,260870.42336309663,0.251,0.513,0.235,0,0.235,61304.54949032771,0,61304.54949032771,61305,61304.54949032771,6130,0.235,0,0,0,0,0,0,0,NA,61305,6130
MMR007,MMR007008,Bago (East),Shwegyin,108964.63070530172,0,108964.63070530172,0.251,0.513,0.235,0,0.235,25606.688215745904,0,25606.688215745904,25607,25606.688215745904,2561,0.235,0,0,0,0,0,0,0,NA,25607,2561
MMR007,MMR007009,Bago (East),Taungoo,265720.30358739407,0,265720.30358739407,0.251,0.513,0.235,0,0.235,62444.2713430376,0,62444.2713430376,62444,62444.2713430376,6244,0.235,0,0,0,0,0,0,0,NA,62444,6244
MMR007,MMR007002,Bago (East),Thanatpin,147318.53400533367,0,147318.53400533367,0.251,0.513,0.235,0,0.235,34619.85549125341,0,34619.85549125341,34620,34619.85549125341,3462,0.235,0,0,0,0,0,0,0,NA,34620,3462
MMR007,MMR007004,Bago (East),Waw,178475.18666098692,0,178475.18666098692,0.251,0.513,0.235,0,0.235,41941.66886533192,0,41941.66886533192,41942,41941.66886533192,4194,0.235,0,0,0,0,0,0,0,NA,41942,4194
MMR007,MMR007010,Bago (East),Yedashe,216579.6501669196,0,216579.6501669196,0.251,0.513,0.235,0,0.235,50896.2177892261,0,50896.2177892261,50896,50896.2177892261,5090,0.235,0,0,0,0,0,0,0,NA,50896,5090
MMR008,MMR008014,Bago (West),Gyobingauk,119075.0542295481,0,119075.0542295481,0.251,0.513,0.235,0,0.235,27982.6377439438,0,27982.6377439438,27983,27982.6377439438,2798,0.235,0,0,0,0,0,0,0,NA,27983,2798
MMR008,MMR008008,Bago (West),Letpadan,179887.66484464705,0,179887.66484464705,0.251,0.513,0.235,0,0.235,42273.601238492054,0,42273.601238492054,42274,42273.601238492054,4227,0.235,0,0,0,0,0,0,0,NA,42274,4227
MMR008,MMR008009,Bago (West),Minhla,124203.77975212738,0,124203.77975212738,0.251,0.513,0.235,0,0.235,29187.88824174993,0,29187.88824174993,29188,29187.88824174993,2919,0.235,0,0,0,0,0,0,0,NA,29188,2919
MMR008,MMR008013,Bago (West),Monyo,129353.79891566637,0,129353.79891566637,0.251,0.513,0.235,0,0.235,30398.142745181594,0,30398.142745181594,30398,30398.142745181594,3040,0.235,0,0,0,0,0,0,0,NA,30398,3040
MMR008,MMR008012,Bago (West),Nattalin,174548.03087827645,0,174548.03087827645,0.251,0.513,0.235,0,0.235,41018.787256394964,0,41018.787256394964,41019,41018.787256394964,4102,0.235,0,0,0,0,0,0,0,NA,41019,4102
MMR008,MMR008010,Bago (West),Okpho,128433.10243988504,0,128433.10243988504,0.251,0.513,0.235,0,0.235,30181.77907337298,0,30181.77907337298,30182,30181.77907337298,3018,0.235,0,0,0,0,0,0,0,NA,30182,3018
MMR008,MMR008003,Bago (West),Padaung,146230.53035058329,0,146230.53035058329,0.251,0.513,0.235,0,0.235,34364.17463238707,0,34364.17463238707,34364,34364.17463238707,3436,0.235,0,0,0,0,0,0,0,NA,34364,3436
MMR008,MMR008002,Bago (West),Paukkhaung,126601.8493173508,0,126601.8493173508,0.251,0.513,0.235,0,0.235,29751.43458957744,0,29751.43458957744,29751,29751.43458957744,2975,0.235,0,0,0,0,0,0,0,NA,29751,2975
MMR008,MMR008004,Bago (West),Paungde,139484.50209796958,0,139484.50209796958,0.251,0.513,0.235,0,0.235,32778.85799302285,0,32778.85799302285,32779,32778.85799302285,3278,0.235,0,0,0,0,0,0,0,NA,32779,3278
MMR008,MMR008001,Bago (West),Pyay,255161.6996200912,0,255161.6996200912,0.251,0.513,0.235,0,0.235,59962.99941072143,0,59962.99941072143,59963,59962.99941072143,5996,0.235,0,0,0,0,0,0,0,NA,59963,5996
MMR008,MMR008006,Bago (West),Shwedaung,123372.31377179622,0,123372.31377179622,0.251,0.513,0.235,0,0.235,28992.49373637211,0,28992.49373637211,28992,28992.49373637211,2899,0.235,0,0,0,0,0,0,0,NA,28992,2899
MMR008,MMR008007,Bago (West),Thayarwady,153216.87255117073,0,153216.87255117073,0.251,0.513,0.235,0,0.235,36005.96504952512,0,36005.96504952512,36006,36005.96504952512,3601,0.235,0,0,0,0,0,0,0,NA,36006,3601
MMR008,MMR008005,Bago (West),Thegon,132788.15900759524,0,132788.15900759524,0.251,0.513,0.235,0,0.235,31205.21736678488,0,31205.21736678488,31205,31205.21736678488,3121,0.235,0,0,0,0,0,0,0,NA,31205,3121
MMR008,MMR008011,Bago (West),Zigon,68467.1675486599,0,68467.1675486599,0.251,0.513,0.235,0,0.235,16089.784373935076,0,16089.784373935076,16090,16089.784373935076,1609,0.235,0,0,0,0,0,0,0,NA,16090,1609
MMR009,MMR009016,Magway,Aunglan,233861.00356832598,0,233861.00356832598,0.226,0.563,0.21,0,0.21,49110.81074934846,0,49110.81074934846,49111,49110.81074934846,4911,0.21000000000000002,0,0,0,0,0,0,0,NA,49111,4911
MMR009,MMR009003,Magway,Chauk,184117.4949189052,0,184117.4949189052,0.226,0.563,0.21,0,0.21,38664.67393297009,0,38664.67393297009,38665,38664.67393297009,3866,0.20999999999999996,0,0,0,0,0,0,0,NA,38665,3866
MMR009,MMR009023,Magway,Gangaw,132523.7540308305,6250,126273.75403083049,0.226,0.563,0.21,0,0.21,26517.4883464744,0,26517.4883464744,32767,32767.4883464744,3277,0.24725747158393455,0,0,0,0,0,0,0,NA,32767,3277
